College_Name,Course,City,State,University,Average_Fees,Rating,NIRF_Rank,Institute_Type,NBA_Accreditation,NAAC_Accreditation,Website,Course_Category,Affordability_Score,Quality_Score,Overall_Score,Affordability_Tier,Quality_Tier,Ranking_Tier
Francis Xavier Engineering College,COMPUTER SCIENCE AND ENGINEERING,Tirunelveli,Tamil Nadu,"Anna University, Chennai",181875.0,0.0,,Private,Yes,Yes,www.francisxavie r.ac,Computer Science & IT,63.625,86.7,77.5,Affordable,Excellent,Not Ranked
Mepco Schlenk Engineering College,COMPUTER SCIENCE AND ENGINEERING,Melamattur,Tamil Nadu,"Anna University, Chennai",155000.0,3.14,101.0,Private - Autonomous,Yes,Yes,www.mepcoeng. ac.in,Computer Science & IT,69.0,68.4,68.6,Affordable,Good,Top 200
Dr. Mahalingam College of Engineering and Technology,COMPUTER SCIENCE AND ENGINEERING,Coimbatore,Tamil Nadu,"Anna University, Chennai",204090.9090909091,3.53,,Private - Autonomous,Yes,Yes,www.mcet.in,Computer Science & IT,59.18181818181818,78.6,70.8,Moderate,Good,Not Ranked
R.M.K. Engineering College,COMPUTER SCIENCE AND ENGINEERING,Thiruvallur,Tamil Nadu,Not Available,0.0,0.0,151.0,Private,Yes,Yes,www.rmkec.ac.in,Computer Science & IT,,65.3,65.3,Not Available,Good,Top 200
Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engineering College,COMPUTER SCIENCE AND ENGINEERING,Chennai,Tamil Nadu,"Anna University, Chennai",217142.8571428572,3.49,,Private,Yes,Yes,"www.veltechmult
 itech",Computer Science & IT,56.57142857142856,78.2,69.5,Moderate,Good,Not Ranked
Easwari Engineering College,COMPUTER SCIENCE AND ENGINEERING,Chennai,Tamil Nadu,"Anna University, Chennai",174428.57142857142,3.1,151.0,Private,Yes,Yes,"www.srmeaswari
 .ac.in",Computer Science & IT,65.11428571428571,64.3,64.6,Affordable,Good,Top 200
SRM Valliammai Engineering College,COMPUTER SCIENCE AND ENGINEERING,Kancheepuram,Tamil Nadu,"Anna University, Chennai",239625.0,0.0,,Private,Yes,Yes,www.valliammai. co.in,Computer Science & IT,52.075,86.7,72.9,Moderate,Excellent,Not Ranked
PMR Engineering College,COMPUTER SCIENCE AND ENGINEERING,Chennai,Tamil Nadu,"Anna University, Chennai",160000.0,0.0,,Private,Yes,Yes,www.rmd.ac.in,Computer Science & IT,68.0,86.7,79.2,Affordable,Excellent,Not Ranked
Coimbatore Institute of Technology,COMPUTER SCIENCE AND ENGINEERING,Coimbatore,Tamil Nadu,"Anna University, Chennai",231028.4615384616,3.09,101.0,"Government
 Autonomous",Yes,Yes,www.cit.edu.in,Computer Science & IT,53.79430769230768,72.1,64.8,Moderate,Good,Top 200
Panimalar Institute of Technology,COMPUTER SCIENCE AND ENGINEERING,Pidarithangal,Tamil Nadu,"Anna University, Chennai",160000.0,0.0,,Private,Yes,Yes,www.pit.ac.in,Computer Science & IT,68.0,86.7,79.2,Affordable,Excellent,Not Ranked
Sri Krishna College of Engineering and Technology,COMPUTER SCIENCE AND ENGINEERING,Coimbatore,Tamil Nadu,"Anna University, Chennai",157647.0588235294,3.42,83.0,"Private -
 Autonomous",Yes,Yes,www.skcet.ac.in,Computer Science & IT,68.47058823529412,73.1,71.2,Affordable,Good,Top 100
St. Joseph's Institute of Technology,COMPUTER SCIENCE AND ENGINEERING,Chennai,Tamil Nadu,"Anna University, Chennai",160000.0,0.0,,Private,Yes,Yes,www.stjosephste chnol,Computer Science & IT,68.0,86.7,79.2,Affordable,Excellent,Not Ranked
Sona College of Technology,COMPUTER SCIENCE AND ENGINEERING,Salem,Tamil Nadu,"Anna University, Chennai",203000.00000000003,3.16,151.0,Private - Autonomous,Yes,Yes,"www.sonatech.ac
 .in",Computer Science & IT,59.39999999999999,64.7,62.6,Moderate,Good,Top 200
St. Joseph's College of Engineering,COMPUTER SCIENCE AND ENGINEERING,Chennai,Tamil Nadu,"Anna University, Chennai",163500.0,0.0,,Private,Yes,Yes,"www.stjosephs.a
 c.in",Computer Science & IT,67.3,86.7,78.9,Affordable,Excellent,Not Ranked
Geeta Engineering College,COMPUTER SCIENCE AND ENGINEERING,Naraina,Haryana,"Kurukshetra University, Kurukshetra",160927.27272727274,0.0,,Private,Yes,Yes,-,Computer Science & IT,67.81454545454545,86.7,79.1,Affordable,Excellent,Not Ranked
Sri Sai Ram Engineering College,COMPUTER SCIENCE AND ENGINEERING,Chennai,Tamil Nadu,"Anna University, Chennai",147777.77777777778,3.37,,Private,Yes,Yes,www.sairam.edu. in,Computer Science & IT,70.44444444444444,77.0,74.4,Affordable,Good,Not Ranked
Karpagam College of Engineering,COMPUTER SCIENCE AND ENGINEERING,Coimbatore,Tamil Nadu,"Anna University, Chennai",154727.27272727274,3.32,,"Private -
 Autonomous",Yes,Yes,www.kce.ac.in,Computer Science & IT,69.05454545454545,76.5,73.5,Affordable,Good,Not Ranked
Rajalakshmi Institute of Technology,COMPUTER SCIENCE AND ENGINEERING,Thirumazhisai,Tamil Nadu,"Anna University, Chennai",160000.0,0.0,151.0,Private,Yes,Yes,www.ritchennai.o rg,Computer Science & IT,68.0,65.3,66.4,Affordable,Good,Top 200
Sri Venkateswara College of Engineering,COMPUTER SCIENCE AND ENGINEERING,Tirupati,Andhra Pradesh,"Jawaharlal Nehru Technological University, Anantapur",202866.66666666663,0.0,151.0,Private - Autonomous,Yes,Yes,www.svce.ac.in,Computer Science & IT,59.42666666666668,63.3,61.8,Moderate,Good,Top 200
KPR Institute of Engineering and Technology,COMPUTER SCIENCE AND ENGINEERING,Coimbatore,Tamil Nadu,"Anna University, Chennai",160000.0,3.08,101.0,Private,Yes,Yes,www.kpriet.ac.in,Computer Science & IT,68.0,68.0,68.0,Affordable,Good,Top 200
MS Engineering College,COMPUTER SCIENCE AND ENGINEERING,Bengaluru,Karnataka,"Visvesvaraya Technological University, Belagavi",168692.50000000003,0.0,,Private,Yes,Yes,www.saec.ac.in,Computer Science & IT,66.2615,86.7,78.5,Affordable,Excellent,Not Ranked
Sri Ramakrishna Engineering College,COMPUTER SCIENCE AND ENGINEERING,Coimbatore,Tamil Nadu,"Anna University, Chennai",164000.0,3.33,151.0,Private - Autonomous,Yes,Yes,www.srec.ac.in,Computer Science & IT,67.2,65.7,66.3,Affordable,Good,Top 200
Kongu Engineering College,COMPUTER SCIENCE AND ENGINEERING,Perundurai,Tamil Nadu,"Anna University, Chennai",326307.6923076923,3.13,101.0,Private - Autonomous,Yes,Yes,www.kongu.ac.in,Computer Science & IT,37.36923076923077,68.3,55.9,Premium,Good,Top 200
PSNA College of Engineering and Technology,COMPUTER SCIENCE AND ENGINEERING,Dindigul,Tamil Nadu,"Anna University, Chennai",268333.3333333333,3.17,,Private,Yes,Yes,www.psnacet.ed u.in,Computer Science & IT,46.333333333333336,75.0,63.5,Moderate,Good,Not Ranked
Bannari Amman Institute of Technology,COMPUTER SCIENCE AND ENGINEERING,Erode,Tamil Nadu,"Anna University, Chennai",295000.0,3.57,,Private - Autonomous,Yes,Yes,www.bitsathy.ac.i n,Computer Science & IT,41.0,79.0,63.8,Moderate,Good,Not Ranked
Panimalar Engineering College,COMPUTER SCIENCE AND ENGINEERING,Chennai,Tamil Nadu,"Anna University, Chennai",198750.00000000003,0.0,,Private,Yes,Yes,www.panimalar.a c.in,Computer Science & IT,60.24999999999999,86.7,76.1,Affordable,Excellent,Not Ranked
EGS Pillay Engineering College,ELECTRICAL AND ELECTRONICS ENGINEERING,Nagapattinam,Tamil Nadu,"Anna University, Chennai",167500.0,3.02,,Private - Autonomous,Yes,Yes,www.egspec.org,Electronics & Communication,66.5,73.5,70.7,Affordable,Good,Not Ranked
Kalaignar Karunanidhi Institute of Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,Coimbatore,Tamil Nadu,"Anna University, Chennai",133571.42857142858,0.0,,Private,Yes,Yes,www.kitcbe.com,Electronics & Communication,73.28571428571428,86.7,81.3,Affordable,Excellent,Not Ranked
Rajalakshmi Institute of Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,Thirumazhisai,Tamil Nadu,"Anna University, Chennai",160000.0,0.0,151.0,Private,Yes,Yes,www.ritchennai.o rg,Electronics & Communication,68.0,65.3,66.4,Affordable,Good,Top 200
National Engineering College,ELECTRICAL AND ELECTRONICS ENGINEERING,Thoothukudi,Tamil Nadu,"Anna University, Chennai",214285.7142857143,2.83,151.0,Private - Autonomous,Yes,Yes,www.nec.edu.in,Electronics & Communication,57.14285714285714,62.7,60.5,Moderate,Good,Top 200
Panimalar Institute of Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,Pidarithangal,Tamil Nadu,"Anna University, Chennai",160000.0,0.0,,Private,Yes,Yes,www.pit.ac.in,Electronics & Communication,68.0,86.7,79.2,Affordable,Excellent,Not Ranked
KLN College of Engineering,ELECTRICAL AND ELECTRONICS ENGINEERING,Kusavapatti,Tamil Nadu,"Anna University, Chennai",234444.44444444444,0.0,,Private,Yes,Yes,www.klnce.edu,Electronics & Communication,53.111111111111114,86.7,73.3,Moderate,Excellent,Not Ranked
Kamaraj College of Engineering and Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,Vellakulam,Tamil Nadu,"Anna University, Chennai",177500.0,3.03,,Private,Yes,Yes,"www.kamarajeng
 g.edu.",Electronics & Communication,64.5,73.6,70.0,Affordable,Good,Not Ranked
Velalar College of Engineering and Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,Erode,Tamil Nadu,"Anna University, Chennai",138461.53846153847,3.11,,"Private -
 Autonomous",Yes,Yes,"www.velalarengg
 .ac.i",Electronics & Communication,72.3076923076923,74.4,73.6,Affordable,Good,Not Ranked
Kumaraguru College of Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,Coimbatore,Tamil Nadu,"Anna University, Chennai",203437.50000000003,3.21,151.0,"Private -
 Autonomous",Yes,Yes,www.kct.ac.in,Electronics & Communication,59.31249999999999,65.0,62.7,Moderate,Good,Top 200
Francis Xavier Engineering College,ELECTRICAL AND ELECTRONICS ENGINEERING,Tirunelveli,Tamil Nadu,"Anna University, Chennai",181875.0,0.0,,Private,Yes,Yes,www.francisxavie r.ac,Electronics & Communication,63.625,86.7,77.5,Affordable,Excellent,Not Ranked
Mepco Schlenk Engineering College,ELECTRICAL AND ELECTRONICS ENGINEERING,Melamattur,Tamil Nadu,"Anna University, Chennai",155000.0,3.14,101.0,Private - Autonomous,Yes,Yes,www.mepcoeng. ac.in,Electronics & Communication,69.0,68.4,68.6,Affordable,Good,Top 200
Sona College of Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,Salem,Tamil Nadu,"Anna University, Chennai",203000.00000000003,3.16,151.0,Private - Autonomous,Yes,Yes,"www.sonatech.ac
 .in",Electronics & Communication,59.39999999999999,64.7,62.6,Moderate,Good,Top 200
Dr. Mahalingam College of Engineering and Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,Coimbatore,Tamil Nadu,"Anna University, Chennai",204090.9090909091,3.53,,Private - Autonomous,Yes,Yes,www.mcet.in,Electronics & Communication,59.18181818181818,78.6,70.8,Moderate,Good,Not Ranked
R.M.K. Engineering College,ELECTRICAL AND ELECTRONICS ENGINEERING,Thiruvallur,Tamil Nadu,Not Available,0.0,0.0,151.0,Private,Yes,Yes,www.rmkec.ac.in,Electronics & Communication,,65.3,65.3,Not Available,Good,Top 200
Kongu Engineering College,ELECTRICAL AND ELECTRONICS ENGINEERING,Perundurai,Tamil Nadu,"Anna University, Chennai",326307.6923076923,3.13,101.0,Private - Autonomous,Yes,Yes,www.kongu.ac.in,Electronics & Communication,37.36923076923077,68.3,55.9,Premium,Good,Top 200
Geeta Engineering College,ELECTRICAL AND ELECTRONICS ENGINEERING,Naraina,Haryana,"Kurukshetra University, Kurukshetra",160927.27272727274,0.0,,Private,Yes,Yes,-,Electronics & Communication,67.81454545454545,86.7,79.1,Affordable,Excellent,Not Ranked
Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engineering College,ELECTRICAL AND ELECTRONICS ENGINEERING,Chennai,Tamil Nadu,"Anna University, Chennai",217142.8571428572,3.49,,Private,Yes,Yes,"www.veltechmult
 itech",Electronics & Communication,56.57142857142856,78.2,69.5,Moderate,Good,Not Ranked
Sri Sivasubramaniya Nadar College of Engineering,ELECTRICAL AND ELECTRONICS ENGINEERING,Kelambakkam,Tamil Nadu,"Anna University, Chennai",198333.3333333333,3.55,46.0,Private,Yes,Yes,www.ssn.edu.in,Electronics & Communication,60.333333333333336,80.1,72.2,Affordable,Excellent,Top 50
Sri Sai Ram Engineering College,ELECTRICAL AND ELECTRONICS ENGINEERING,Chennai,Tamil Nadu,"Anna University, Chennai",147777.77777777778,3.37,,Private,Yes,Yes,www.sairam.edu. in,Electronics & Communication,70.44444444444444,77.0,74.4,Affordable,Good,Not Ranked
Easwari Engineering College,ELECTRICAL AND ELECTRONICS ENGINEERING,Chennai,Tamil Nadu,"Anna University, Chennai",174428.57142857142,3.1,151.0,Private,Yes,Yes,"www.srmeaswari
 .ac.in",Electronics & Communication,65.11428571428571,64.3,64.6,Affordable,Good,Top 200
SRM Valliammai Engineering College,ELECTRICAL AND ELECTRONICS ENGINEERING,Kancheepuram,Tamil Nadu,"Anna University, Chennai",239625.0,0.0,,Private,Yes,Yes,www.valliammai. co.in,Electronics & Communication,52.075,86.7,72.9,Moderate,Excellent,Not Ranked
Thiagarajar College of Engineering,ELECTRICAL AND ELECTRONICS ENGINEERING,Madurai,Tamil Nadu,"Anna University, Chennai",130524.73684210528,3.47,101.0,"Government
 Autonomous",Yes,Yes,www.tce.edu,Electronics & Communication,73.89505263157895,70.3,71.7,Affordable,Good,Top 200
PMR Engineering College,ELECTRICAL AND ELECTRONICS ENGINEERING,Chennai,Tamil Nadu,"Anna University, Chennai",160000.0,0.0,,Private,Yes,Yes,www.rmd.ac.in,Electronics & Communication,68.0,86.7,79.2,Affordable,Excellent,Not Ranked
PSNA College of Engineering and Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,Dindigul,Tamil Nadu,"Anna University, Chennai",268333.3333333333,3.17,,Private,Yes,Yes,www.psnacet.ed u.in,Electronics & Communication,46.333333333333336,75.0,63.5,Moderate,Good,Not Ranked
Coimbatore Institute of Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,Coimbatore,Tamil Nadu,"Anna University, Chennai",231028.4615384616,3.09,101.0,"Government
 Autonomous",Yes,Yes,www.cit.edu.in,Electronics & Communication,53.79430769230768,72.1,64.8,Moderate,Good,Top 200
Sri Venkateswara College of Engineering,ELECTRICAL AND ELECTRONICS ENGINEERING,Tirupati,Andhra Pradesh,"Jawaharlal Nehru Technological University, Anantapur",202866.66666666663,0.0,151.0,Private - Autonomous,Yes,Yes,www.svce.ac.in,Electronics & Communication,59.42666666666668,63.3,61.8,Moderate,Good,Top 200
KPR Institute of Engineering and Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,Coimbatore,Tamil Nadu,"Anna University, Chennai",160000.0,3.08,101.0,Private,Yes,Yes,www.kpriet.ac.in,Electronics & Communication,68.0,68.0,68.0,Affordable,Good,Top 200
MS Engineering College,ELECTRICAL AND ELECTRONICS ENGINEERING,Bengaluru,Karnataka,"Visvesvaraya Technological University, Belagavi",168692.50000000003,0.0,,Private,Yes,Yes,www.saec.ac.in,Electronics & Communication,66.2615,86.7,78.5,Affordable,Excellent,Not Ranked
Sri Ramakrishna Engineering College,ELECTRICAL AND ELECTRONICS ENGINEERING,Coimbatore,Tamil Nadu,"Anna University, Chennai",164000.0,3.33,151.0,Private - Autonomous,Yes,Yes,www.srec.ac.in,Electronics & Communication,67.2,65.7,66.3,Affordable,Good,Top 200
Panimalar Engineering College,ELECTRICAL AND ELECTRONICS ENGINEERING,Chennai,Tamil Nadu,"Anna University, Chennai",198750.00000000003,0.0,,Private,Yes,Yes,www.panimalar.a c.in,Electronics & Communication,60.24999999999999,86.7,76.1,Affordable,Excellent,Not Ranked
Sri Krishna College of Engineering and Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,Coimbatore,Tamil Nadu,"Anna University, Chennai",157647.0588235294,3.42,83.0,"Private -
 Autonomous",Yes,Yes,www.skcet.ac.in,Electronics & Communication,68.47058823529412,73.1,71.2,Affordable,Good,Top 100
St. Joseph's Institute of Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,Chennai,Tamil Nadu,"Anna University, Chennai",160000.0,0.0,,Private,Yes,Yes,www.stjosephste chnol,Electronics & Communication,68.0,86.7,79.2,Affordable,Excellent,Not Ranked
St. Joseph's College of Engineering,ELECTRICAL AND ELECTRONICS ENGINEERING,Chennai,Tamil Nadu,"Anna University, Chennai",163500.0,0.0,,Private,Yes,Yes,"www.stjosephs.a
 c.in",Electronics & Communication,67.3,86.7,78.9,Affordable,Excellent,Not Ranked
Karpagam College of Engineering,ELECTRICAL AND ELECTRONICS ENGINEERING,Coimbatore,Tamil Nadu,"Anna University, Chennai",154727.27272727274,3.32,,"Private -
 Autonomous",Yes,Yes,www.kce.ac.in,Electronics & Communication,69.05454545454545,76.5,73.5,Affordable,Good,Not Ranked
Bannari Amman Institute of Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,Erode,Tamil Nadu,"Anna University, Chennai",295000.0,3.57,,Private - Autonomous,Yes,Yes,www.bitsathy.ac.i n,Electronics & Communication,41.0,79.0,63.8,Moderate,Good,Not Ranked
National Engineering College,ELECTRONICS & COMMUNICATION ENGG,Thoothukudi,Tamil Nadu,"Anna University, Chennai",214285.7142857143,2.83,151.0,Private - Autonomous,Yes,Yes,www.nec.edu.in,Electronics & Communication,57.14285714285714,62.7,60.5,Moderate,Good,Top 200
EGS Pillay Engineering College,ELECTRONICS & COMMUNICATION ENGG,Nagapattinam,Tamil Nadu,"Anna University, Chennai",167500.0,3.02,,Private - Autonomous,Yes,Yes,www.egspec.org,Electronics & Communication,66.5,73.5,70.7,Affordable,Good,Not Ranked
Kamaraj College of Engineering and Technology,ELECTRONICS & COMMUNICATION ENGG,Vellakulam,Tamil Nadu,"Anna University, Chennai",177500.0,3.03,,Private,Yes,Yes,"www.kamarajeng
 g.edu.",Electronics & Communication,64.5,73.6,70.0,Affordable,Good,Not Ranked
Francis Xavier Engineering College,ELECTRONICS & COMMUNICATION ENGG,Tirunelveli,Tamil Nadu,"Anna University, Chennai",181875.0,0.0,,Private,Yes,Yes,www.francisxavie r.ac,Electronics & Communication,63.625,86.7,77.5,Affordable,Excellent,Not Ranked
Dr. Mahalingam College of Engineering and Technology,ELECTRONICS & COMMUNICATION ENGG,Coimbatore,Tamil Nadu,"Anna University, Chennai",204090.9090909091,3.53,,Private - Autonomous,Yes,Yes,www.mcet.in,Electronics & Communication,59.18181818181818,78.6,70.8,Moderate,Good,Not Ranked
Thiagarajar College of Engineering,ELECTRONICS & COMMUNICATION ENGG,Madurai,Tamil Nadu,"Anna University, Chennai",130524.73684210528,3.47,101.0,"Government
 Autonomous",Yes,Yes,www.tce.edu,Electronics & Communication,73.89505263157895,70.3,71.7,Affordable,Good,Top 200
Coimbatore Institute of Technology,ELECTRONICS & COMMUNICATION ENGG,Coimbatore,Tamil Nadu,"Anna University, Chennai",231028.4615384616,3.09,101.0,"Government
 Autonomous",Yes,Yes,www.cit.edu.in,Electronics & Communication,53.79430769230768,72.1,64.8,Moderate,Good,Top 200
Panimalar Institute of Technology,ELECTRONICS & COMMUNICATION ENGG,Pidarithangal,Tamil Nadu,"Anna University, Chennai",160000.0,0.0,,Private,Yes,Yes,www.pit.ac.in,Electronics & Communication,68.0,86.7,79.2,Affordable,Excellent,Not Ranked
Sri Krishna College of Engineering and Technology,ELECTRONICS & COMMUNICATION ENGG,Coimbatore,Tamil Nadu,"Anna University, Chennai",157647.0588235294,3.42,83.0,"Private -
 Autonomous",Yes,Yes,www.skcet.ac.in,Electronics & Communication,68.47058823529412,73.1,71.2,Affordable,Good,Top 100
Mepco Schlenk Engineering College,ELECTRONICS & COMMUNICATION ENGG,Melamattur,Tamil Nadu,"Anna University, Chennai",155000.0,3.14,101.0,Private - Autonomous,Yes,Yes,www.mepcoeng. ac.in,Electronics & Communication,69.0,68.4,68.6,Affordable,Good,Top 200
St. Joseph's College of Engineering,ELECTRONICS & COMMUNICATION ENGG,Chennai,Tamil Nadu,"Anna University, Chennai",163500.0,0.0,,Private,Yes,Yes,"www.stjosephs.a
 c.in",Electronics & Communication,67.3,86.7,78.9,Affordable,Excellent,Not Ranked
R.M.K. Engineering College,ELECTRONICS & COMMUNICATION ENGG,Thiruvallur,Tamil Nadu,Not Available,0.0,0.0,151.0,Private,Yes,Yes,www.rmkec.ac.in,Electronics & Communication,,65.3,65.3,Not Available,Good,Top 200
Sri Sivasubramaniya Nadar College of Engineering,ELECTRONICS & COMMUNICATION ENGG,Kelambakkam,Tamil Nadu,"Anna University, Chennai",198333.3333333333,3.55,46.0,Private,Yes,Yes,www.ssn.edu.in,Electronics & Communication,60.333333333333336,80.1,72.2,Affordable,Excellent,Top 50
Karpagam College of Engineering,ELECTRONICS & COMMUNICATION ENGG,Coimbatore,Tamil Nadu,"Anna University, Chennai",154727.27272727274,3.32,,"Private -
 Autonomous",Yes,Yes,www.kce.ac.in,Electronics & Communication,69.05454545454545,76.5,73.5,Affordable,Good,Not Ranked
Easwari Engineering College,ELECTRONICS & COMMUNICATION ENGG,Chennai,Tamil Nadu,"Anna University, Chennai",174428.57142857142,3.1,151.0,Private,Yes,Yes,"www.srmeaswari
 .ac.in",Electronics & Communication,65.11428571428571,64.3,64.6,Affordable,Good,Top 200
SRM Valliammai Engineering College,ELECTRONICS & COMMUNICATION ENGG,Kancheepuram,Tamil Nadu,"Anna University, Chennai",239625.0,0.0,,Private,Yes,Yes,www.valliammai. co.in,Electronics & Communication,52.075,86.7,72.9,Moderate,Excellent,Not Ranked
Rajalakshmi Institute of Technology,ELECTRONICS & COMMUNICATION ENGG,Thirumazhisai,Tamil Nadu,"Anna University, Chennai",160000.0,0.0,151.0,Private,Yes,Yes,www.ritchennai.o rg,Electronics & Communication,68.0,65.3,66.4,Affordable,Good,Top 200
PMR Engineering College,ELECTRONICS & COMMUNICATION ENGG,Chennai,Tamil Nadu,"Anna University, Chennai",160000.0,0.0,,Private,Yes,Yes,www.rmd.ac.in,Electronics & Communication,68.0,86.7,79.2,Affordable,Excellent,Not Ranked
Sri Venkateswara College of Engineering,ELECTRONICS & COMMUNICATION ENGG,Tirupati,Andhra Pradesh,"Jawaharlal Nehru Technological University, Anantapur",202866.66666666663,0.0,151.0,Private - Autonomous,Yes,Yes,www.svce.ac.in,Electronics & Communication,59.42666666666668,63.3,61.8,Moderate,Good,Top 200
MS Engineering College,ELECTRONICS & COMMUNICATION ENGG,Bengaluru,Karnataka,"Visvesvaraya Technological University, Belagavi",168692.50000000003,0.0,,Private,Yes,Yes,www.saec.ac.in,Electronics & Communication,66.2615,86.7,78.5,Affordable,Excellent,Not Ranked
Sri Ramakrishna Engineering College,ELECTRONICS & COMMUNICATION ENGG,Coimbatore,Tamil Nadu,"Anna University, Chennai",164000.0,3.33,151.0,Private - Autonomous,Yes,Yes,www.srec.ac.in,Electronics & Communication,67.2,65.7,66.3,Affordable,Good,Top 200
Kongu Engineering College,ELECTRONICS & COMMUNICATION ENGG,Perundurai,Tamil Nadu,"Anna University, Chennai",326307.6923076923,3.13,101.0,Private - Autonomous,Yes,Yes,www.kongu.ac.in,Electronics & Communication,37.36923076923077,68.3,55.9,Premium,Good,Top 200
Sri Sai Ram Engineering College,ELECTRONICS & COMMUNICATION ENGG,Chennai,Tamil Nadu,"Anna University, Chennai",147777.77777777778,3.37,,Private,Yes,Yes,www.sairam.edu. in,Electronics & Communication,70.44444444444444,77.0,74.4,Affordable,Good,Not Ranked
Bannari Amman Institute of Technology,ELECTRONICS & COMMUNICATION ENGG,Erode,Tamil Nadu,"Anna University, Chennai",295000.0,3.57,,Private - Autonomous,Yes,Yes,www.bitsathy.ac.i n,Electronics & Communication,41.0,79.0,63.8,Moderate,Good,Not Ranked
Panimalar Engineering College,ELECTRONICS & COMMUNICATION ENGG,Chennai,Tamil Nadu,"Anna University, Chennai",198750.00000000003,0.0,,Private,Yes,Yes,www.panimalar.a c.in,Electronics & Communication,60.24999999999999,86.7,76.1,Affordable,Excellent,Not Ranked
PSNA College of Engineering and Technology,ELECTRONICS & COMMUNICATION ENGG,Dindigul,Tamil Nadu,"Anna University, Chennai",268333.3333333333,3.17,,Private,Yes,Yes,www.psnacet.ed u.in,Electronics & Communication,46.333333333333336,75.0,63.5,Moderate,Good,Not Ranked
Kumaraguru College of Technology,ELECTRONICS & INSTRUMENTATION ENGINEERING,Coimbatore,Tamil Nadu,"Anna University, Chennai",203437.50000000003,3.21,151.0,"Private -
 Autonomous",Yes,Yes,www.kct.ac.in,Electronics & Communication,59.31249999999999,65.0,62.7,Moderate,Good,Top 200
Easwari Engineering College,ELECTRONICS & INSTRUMENTATION ENGINEERING,Chennai,Tamil Nadu,"Anna University, Chennai",174428.57142857142,3.1,151.0,Private,Yes,Yes,"www.srmeaswari
 .ac.in",Electronics & Communication,65.11428571428571,64.3,64.6,Affordable,Good,Top 200
Bannari Amman Institute of Technology,ELECTRONICS & INSTRUMENTATION ENGINEERING,Erode,Tamil Nadu,"Anna University, Chennai",295000.0,3.57,,Private - Autonomous,Yes,Yes,www.bitsathy.ac.i n,Electronics & Communication,41.0,79.0,63.8,Moderate,Good,Not Ranked
KLN College of Engineering,ELECTRONICS AND COMMUNICATIONS ENGINEERING,Kusavapatti,Tamil Nadu,"Anna University, Chennai",234444.44444444444,0.0,,Private,Yes,Yes,www.klnce.edu,Electronics & Communication,53.111111111111114,86.7,73.3,Moderate,Excellent,Not Ranked
Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engineering College,ELECTRONICS AND COMMUNICATIONS ENGINEERING,Chennai,Tamil Nadu,"Anna University, Chennai",217142.8571428572,3.49,,Private,Yes,Yes,"www.veltechmult
 itech",Electronics & Communication,56.57142857142856,78.2,69.5,Moderate,Good,Not Ranked
Kalaignar Karunanidhi Institute of Technology,ELECTRONICS AND COMMUNICATIONS ENGINEERING,Coimbatore,Tamil Nadu,"Anna University, Chennai",133571.42857142858,0.0,,Private,Yes,Yes,www.kitcbe.com,Electronics & Communication,73.28571428571428,86.7,81.3,Affordable,Excellent,Not Ranked
Velalar College of Engineering and Technology,ELECTRONICS AND COMMUNICATIONS ENGINEERING,Erode,Tamil Nadu,"Anna University, Chennai",138461.53846153847,3.11,,"Private -
 Autonomous",Yes,Yes,"www.velalarengg
 .ac.i",Electronics & Communication,72.3076923076923,74.4,73.6,Affordable,Good,Not Ranked
Kumaraguru College of Technology,ELECTRONICS AND COMMUNICATIONS ENGINEERING,Coimbatore,Tamil Nadu,"Anna University, Chennai",203437.50000000003,3.21,151.0,"Private -
 Autonomous",Yes,Yes,www.kct.ac.in,Electronics & Communication,59.31249999999999,65.0,62.7,Moderate,Good,Top 200
St. Joseph's Institute of Technology,ELECTRONICS AND COMMUNICATIONS ENGINEERING,Chennai,Tamil Nadu,"Anna University, Chennai",160000.0,0.0,,Private,Yes,Yes,www.stjosephste chnol,Electronics & Communication,68.0,86.7,79.2,Affordable,Excellent,Not Ranked
Sona College of Technology,ELECTRONICS AND COMMUNICATIONS ENGINEERING,Salem,Tamil Nadu,"Anna University, Chennai",203000.00000000003,3.16,151.0,Private - Autonomous,Yes,Yes,"www.sonatech.ac
 .in",Electronics & Communication,59.39999999999999,64.7,62.6,Moderate,Good,Top 200
